review_id,booking_id,reviewer_id,reviewee_id,rating,comment,created_at
374,1742,460,559,4,"Nice driver, took a slightly longer route.",2016-11-13 05:18:00
375,1020,150,546,3,"Ride was okay, nothing special.",2016-06-09 23:18:00
376,799,488,411,4,"Comfortable trip, would ride again.",2016-05-03 14:10:00
377,673,712,170,5,Driver was super friendly and on time.,2016-03-11 21:51:00
378,2137,241,331,5,"Fantastic ride, very smooth!",2017-06-20 06:18:00
379,1774,963,240,5,Perfect ride from start to finish.,2016-11-27 04:10:00
380,1641,834,232,3,Driver seemed distracted at times.,2016-11-03 21:17:00
381,1167,218,592,3,Decent ride but took longer than expected.,2016-07-08 07:50:00
382,1797,142,251,4,"Good ride overall, no complaints.",2016-11-29 13:31:00
383,2438,86,429,3,Driver seemed distracted at times.,2017-11-29 23:08:00
384,2730,414,540,4,"Good experience, car was clean.",2018-02-03 09:20:00
385,1175,136,963,4,"Comfortable trip, would ride again.",2016-07-09 06:35:00
386,1026,703,79,5,Very professional and courteous.,2016-06-12 14:28:00
387,1400,654,822,3,Driver seemed distracted at times.,2016-09-02 13:24:00
388,1691,508,902,5,Perfect ride from start to finish.,2016-11-10 00:49:00
389,1648,374,60,5,"Fantastic ride, very smooth!",2016-11-05 21:18:00
390,850,542,149,4,"Nice driver, took a slightly longer route.",2016-05-07 09:24:00
391,1872,772,571,5,"Fantastic ride, very smooth!",2016-12-10 08:02:00
392,1871,988,571,5,"Comfortable car, great conversation.",2016-12-09 07:02:00
393,783,330,142,4,"Good ride overall, no complaints.",2016-04-30 21:37:00
394,153,755,50,4,"Comfortable trip, would ride again.",2015-09-11 13:00:00
395,2955,468,627,4,"Solid ride, arrived safely.",2018-04-28 01:00:00
396,2670,498,520,3,Decent ride but took longer than expected.,2018-01-18 23:05:00
397,2871,922,593,5,"Comfortable car, great conversation.",2018-03-14 17:42:00
398,1283,801,962,5,"Comfortable car, great conversation.",2016-08-04 07:23:00
399,602,116,283,4,"Nice driver, took a slightly longer route.",2016-03-05 19:08:00
400,145,730,48,4,Driver was friendly and mostly on time.,2015-07-10 04:33:00
401,451,185,246,4,"Good experience, car was clean.",2016-02-04 11:32:00
402,1785,79,247,4,"Good experience, car was clean.",2016-11-28 02:53:00
403,465,339,947,4,"Good experience, car was clean.",2016-02-05 04:31:00
404,1804,249,254,4,"Good experience, car was clean.",2016-11-30 06:30:00
405,777,843,139,4,"Solid ride, arrived safely.",2016-04-19 09:38:00
406,1970,45,272,4,"Good experience, car was clean.",2016-12-30 03:56:00
407,1203,927,99,3,Got there fine but driver was quiet.,2016-07-12 08:21:00
408,742,991,879,5,Very professional and courteous.,2016-04-08 10:39:00
409,711,705,199,4,"Good experience, car was clean.",2016-04-02 16:16:00
410,1523,439,150,4,"Good experience, car was clean.",2016-10-08 04:59:00
411,745,389,537,3,Driver seemed distracted at times.,2016-04-08 16:00:00
412,2934,850,617,4,"Good experience, car was clean.",2018-04-11 11:20:00
413,1956,293,267,4,"Good experience, car was clean.",2016-12-25 09:59:00
414,542,512,389,4,"Good experience, car was clean.",2016-02-14 08:06:00
415,456,270,91,4,"Good ride overall, no complaints.",2016-02-04 20:03:00
416,284,809,1,5,Perfect ride from start to finish.,2015-10-01 19:55:00
417,2657,647,515,5,Highly recommend this driver!,2018-01-17 02:53:00
418,2158,632,338,3,"Average experience, car could be cleaner.",2017-06-21 09:08:00
419,2510,255,461,4,"Good ride overall, no complaints.",2017-12-14 06:30:00
420,1911,163,211,5,Very professional and courteous.,2016-12-12 07:15:00
421,2940,779,620,4,"Good ride overall, no complaints.",2018-04-14 06:13:00
422,736,453,921,3,Got there fine but driver was quiet.,2016-04-07 11:55:00
423,619,658,128,4,Driver was friendly and mostly on time.,2016-03-06 10:35:00
424,2863,604,590,4,"Good experience, car was clean.",2018-03-12 17:19:00
425,2546,767,472,5,Clean car and great driver!,2017-12-19 15:02:00
426,1944,302,262,5,Driver was super friendly and on time.,2016-12-18 23:16:00
427,1786,632,247,4,"Solid ride, arrived safely.",2016-11-28 09:53:00
428,1960,82,268,4,Driver was friendly and mostly on time.,2016-12-25 03:15:00
429,2396,704,415,5,Clean car and great driver!,2017-11-25 22:06:00
430,2527,679,467,5,Clean car and great driver!,2017-12-16 03:48:00
431,2371,168,409,4,"Good experience, car was clean.",2017-11-25 23:41:00
432,1577,534,223,4,"Solid ride, arrived safely.",2016-10-24 03:46:00
433,2197,136,352,4,"Good experience, car was clean.",2017-07-29 13:12:00
434,86,164,30,3,Decent ride but took longer than expected.,2015-06-15 18:10:00
435,1674,10,522,5,Highly recommend this driver!,2016-11-08 20:21:00
436,2008,999,282,4,"Comfortable trip, would ride again.",2017-01-13 21:13:00
437,2358,793,405,4,"Good experience, car was clean.",2017-11-24 00:44:00
438,2169,209,341,5,"Comfortable car, great conversation.",2017-07-03 23:24:00
439,1169,394,592,4,"Comfortable trip, would ride again.",2016-07-09 08:50:00
440,1692,389,902,4,"Good experience, car was clean.",2016-11-09 10:49:00
441,1183,37,756,4,"Comfortable trip, would ride again.",2016-07-09 14:11:00
442,2477,969,447,4,"Good experience, car was clean.",2017-12-08 11:29:00
443,435,173,775,5,Best Uber experience I've had.,2016-02-03 02:23:00
444,1351,970,989,4,"Nice driver, took a slightly longer route.",2016-08-11 07:24:00
445,1461,757,199,5,Best Uber experience I've had.,2016-09-25 21:37:00
446,1467,585,202,5,Very professional and courteous.,2016-09-25 23:59:00
447,717,451,849,5,Highly recommend this driver!,2016-04-04 12:09:00
448,2405,82,417,4,"Comfortable trip, would ride again.",2017-11-26 18:44:00
449,2064,444,304,4,"Solid ride, arrived safely.",2017-04-10 23:29:00
450,2499,250,457,5,Clean car and great driver!,2017-12-13 11:39:00
451,1086,29,173,5,"Comfortable car, great conversation.",2016-06-25 18:01:00
452,1187,116,893,5,Perfect ride from start to finish.,2016-07-09 14:46:00
453,1563,954,904,5,Highly recommend this driver!,2016-10-12 08:13:00
454,963,117,720,4,"Good ride overall, no complaints.",2016-06-07 13:14:00
455,1042,34,800,4,Driver was friendly and mostly on time.,2016-06-12 11:39:00
456,345,771,118,5,"Fantastic ride, very smooth!",2016-01-01 22:13:00
457,434,439,775,4,Driver was friendly and mostly on time.,2016-02-04 01:23:00
458,2493,582,455,4,"Good ride overall, no complaints.",2017-12-12 05:20:00
459,2512,168,462,5,Perfect ride from start to finish.,2017-12-15 07:40:00
460,1062,67,169,5,"Fantastic ride, very smooth!",2016-06-16 13:12:00
461,2129,913,327,5,Perfect ride from start to finish.,2017-06-18 00:48:00
462,1731,343,360,4,"Good ride overall, no complaints.",2016-11-12 20:23:00
463,1659,86,285,5,Perfect ride from start to finish.,2016-11-06 19:40:00
464,572,537,613,4,Driver was friendly and mostly on time.,2016-03-04 17:42:00
465,2049,129,299,4,"Nice driver, took a slightly longer route.",2017-03-20 09:27:00
466,824,143,724,5,"Comfortable car, great conversation.",2016-05-06 18:36:00
467,697,70,133,4,Driver was friendly and mostly on time.,2016-03-26 13:37:00
468,727,812,134,4,"Good experience, car was clean.",2016-04-04 00:05:00
469,2125,834,326,4,"Comfortable trip, would ride again.",2017-06-16 20:57:00
470,2406,437,418,4,"Solid ride, arrived safely.",2017-11-27 15:17:00
471,2391,310,413,3,Got there fine but driver was quiet.,2017-11-26 11:03:00
472,427,662,779,5,Perfect ride from start to finish.,2016-02-01 23:43:00
473,2211,295,356,4,Driver was friendly and mostly on time.,2017-08-09 14:28:00
474,571,92,275,4,Driver was friendly and mostly on time.,2016-03-03 16:48:00
475,1933,526,260,3,Got there fine but driver was quiet.,2016-12-14 01:56:00
476,390,165,938,3,Decent ride but took longer than expected.,2016-01-12 23:43:00
477,1574,63,221,4,"Good experience, car was clean.",2016-10-18 22:26:00
478,948,788,597,5,Driver was super friendly and on time.,2016-06-04 20:42:00
479,1227,416,177,5,Perfect ride from start to finish.,2016-07-23 06:03:00
480,2713,650,534,3,Decent ride but took longer than expected.,2018-01-30 19:55:00
481,232,960,78,4,"Good experience, car was clean.",2015-09-24 02:59:00
482,1067,786,170,5,Perfect ride from start to finish.,2016-06-18 01:27:00
483,1509,172,383,5,Best Uber experience I've had.,2016-10-05 10:01:00
484,2237,226,115,5,Driver was super friendly and on time.,2017-08-18 07:59:00
485,212,109,69,3,Driver seemed distracted at times.,2015-09-19 12:59:00
486,1883,373,870,4,"Good ride overall, no complaints.",2016-12-11 16:57:00
487,1052,116,653,4,"Nice driver, took a slightly longer route.",2016-06-13 04:16:00
488,1556,490,352,4,"Solid ride, arrived safely.",2016-10-11 14:23:00
489,1415,494,41,4,"Good ride overall, no complaints.",2016-09-07 02:22:00
490,2350,193,403,5,Best Uber experience I've had.,2017-11-24 20:41:00
491,1360,833,303,4,Driver was friendly and mostly on time.,2016-08-12 01:02:00
492,1000,503,461,5,"Fantastic ride, very smooth!",2016-06-09 08:00:00
493,2157,40,338,4,"Comfortable trip, would ride again.",2017-06-21 15:08:00
494,2490,936,452,3,"Ride was okay, nothing special.",2017-12-10 20:50:00
495,246,499,83,4,"Good ride overall, no complaints.",2015-09-28 21:40:00
496,2591,418,490,4,Driver was friendly and mostly on time.,2017-12-31 00:18:00
497,2780,582,562,4,"Good experience, car was clean.",2018-02-16 02:09:00
498,1334,916,492,5,Best Uber experience I've had.,2016-08-09 16:13:00
499,55,498,19,3,"Average experience, car could be cleaner.",2015-06-09 08:48:00
500,1759,225,461,5,Driver was super friendly and on time.,2016-11-12 16:36:00
501,2178,983,345,4,Driver was friendly and mostly on time.,2017-07-06 16:52:00
502,206,71,68,4,"Good experience, car was clean.",2015-09-18 20:04:00
503,2762,878,554,4,"Solid ride, arrived safely.",2018-02-14 00:04:00
504,1068,511,144,4,"Nice driver, took a slightly longer route.",2016-06-18 11:30:00
505,1451,339,196,4,"Nice driver, took a slightly longer route.",2016-09-25 04:41:00
506,2245,454,370,4,"Nice driver, took a slightly longer route.",2017-08-20 00:44:00
507,158,273,52,5,Very professional and courteous.,2015-09-12 10:29:00
508,2213,963,357,5,Clean car and great driver!,2017-08-09 20:37:00
509,2715,2,535,4,"Solid ride, arrived safely.",2018-01-30 21:23:00
510,961,575,901,4,"Good ride overall, no complaints.",2016-06-07 09:08:00
511,1429,337,392,5,Driver was super friendly and on time.,2016-09-14 00:12:00
512,594,125,303,4,"Good ride overall, no complaints.",2016-03-05 22:22:00
513,1108,875,564,5,Best Uber experience I've had.,2016-07-02 03:09:00
514,1796,332,250,4,"Good ride overall, no complaints.",2016-11-29 02:46:00
515,663,489,696,4,"Comfortable trip, would ride again.",2016-03-10 19:28:00
516,1730,49,285,5,Very professional and courteous.,2016-11-11 08:21:00
517,402,554,426,5,Perfect ride from start to finish.,2016-01-12 16:54:00
518,2085,780,311,4,Driver was friendly and mostly on time.,2017-05-27 03:19:00
519,84,917,28,3,"Average experience, car could be cleaner.",2015-06-15 01:46:00
520,35,70,12,4,"Nice driver, took a slightly longer route.",2015-06-01 14:27:00
521,1866,277,977,4,"Nice driver, took a slightly longer route.",2016-12-09 06:32:00
522,1079,387,172,5,Highly recommend this driver!,2016-06-22 08:46:00
523,2421,820,423,4,"Good ride overall, no complaints.",2017-11-29 08:26:00
524,2932,522,617,4,"Good experience, car was clean.",2018-04-09 23:20:00
525,1589,498,227,3,Driver seemed distracted at times.,2016-10-28 19:33:00
526,1445,454,194,5,Driver was super friendly and on time.,2016-09-18 05:49:00
527,16,387,6,5,Best Uber experience I've had.,2015-05-18 23:06:00
528,1210,230,805,5,Very professional and courteous.,2016-07-13 12:45:00
529,1922,816,617,5,Best Uber experience I've had.,2016-12-14 07:39:00
530,696,327,133,4,"Comfortable trip, would ride again.",2016-03-26 13:37:00
531,2487,230,451,5,"Fantastic ride, very smooth!",2017-12-11 07:02:00
532,1555,249,352,3,Got there fine but driver was quiet.,2016-10-10 05:23:00
533,1139,960,555,5,Best Uber experience I've had.,2016-07-06 10:05:00
534,616,190,19,3,"Ride was okay, nothing special.",2016-03-07 07:01:00
535,424,551,150,4,"Solid ride, arrived safely.",2016-02-03 10:15:00
536,2478,735,447,3,Driver seemed distracted at times.,2017-12-09 15:29:00
537,124,131,40,4,"Nice driver, took a slightly longer route.",2015-06-17 20:59:00
538,2163,179,340,5,Perfect ride from start to finish.,2017-07-02 07:27:00
539,2887,886,597,4,"Good ride overall, no complaints.",2018-03-18 01:04:00
540,98,452,33,5,Very professional and courteous.,2015-06-17 08:19:00
541,1232,880,179,4,"Comfortable trip, would ride again.",2016-07-25 04:58:00
542,2842,886,581,5,Very professional and courteous.,2018-03-06 10:26:00
543,454,856,91,5,"Fantastic ride, very smooth!",2016-02-04 20:03:00
544,2568,922,481,5,"Fantastic ride, very smooth!",2017-12-23 23:15:00
545,892,182,115,5,Highly recommend this driver!,2016-05-14 06:39:00
546,1162,30,195,5,Best Uber experience I've had.,2016-07-07 17:14:00
547,785,153,404,4,Driver was friendly and mostly on time.,2016-05-03 06:53:00
548,967,463,81,5,Very professional and courteous.,2016-06-07 18:08:00
549,684,950,129,4,"Good experience, car was clean.",2016-03-15 02:30:00
550,2498,234,457,4,"Good ride overall, no complaints.",2017-12-12 15:39:00
551,297,777,100,5,Perfect ride from start to finish.,2015-10-06 18:56:00
552,2790,902,564,4,"Good experience, car was clean.",2018-02-16 01:06:00
553,391,600,938,4,"Good experience, car was clean.",2016-01-12 05:43:00
554,290,56,97,4,"Comfortable trip, would ride again.",2015-10-02 19:39:00
555,1107,631,564,5,"Comfortable car, great conversation.",2016-07-03 09:09:00
556,1444,526,193,5,Highly recommend this driver!,2016-09-12 21:01:00
557,1685,11,599,4,"Good experience, car was clean.",2016-11-09 23:57:00
558,1718,725,849,3,Decent ride but took longer than expected.,2016-11-12 00:31:00
559,2542,370,472,4,"Solid ride, arrived safely.",2017-12-20 15:02:00
560,1014,759,508,4,Driver was friendly and mostly on time.,2016-06-08 15:29:00
561,912,715,159,5,Highly recommend this driver!,2016-05-20 08:03:00
562,554,150,127,5,Best Uber experience I've had.,2016-03-02 08:56:00
563,2032,978,292,5,Perfect ride from start to finish.,2017-02-09 09:03:00
564,1325,604,713,4,"Good ride overall, no complaints.",2016-08-08 21:23:00
565,1903,615,972,5,Driver was super friendly and on time.,2016-12-13 10:16:00
566,1924,677,499,3,"Average experience, car could be cleaner.",2016-12-14 07:01:00
567,2207,287,355,4,Driver was friendly and mostly on time.,2017-08-04 06:59:00
568,168,928,54,4,"Good ride overall, no complaints.",2015-09-13 02:59:00
569,1551,945,302,4,"Solid ride, arrived safely.",2016-10-09 09:18:00
570,2182,869,346,3,"Average experience, car could be cleaner.",2017-07-06 11:38:00
571,1794,149,250,5,Clean car and great driver!,2016-11-29 16:46:00
572,926,677,163,4,"Nice driver, took a slightly longer route.",2016-06-01 08:34:00
573,1055,127,653,5,Best Uber experience I've had.,2016-06-13 14:16:00
574,1352,351,989,4,"Good experience, car was clean.",2016-08-11 05:24:00
575,299,545,100,4,"Solid ride, arrived safely.",2015-10-06 09:56:00
576,64,897,22,3,Got there fine but driver was quiet.,2015-06-16 01:44:00
577,2454,976,437,4,Driver was friendly and mostly on time.,2017-11-29 12:59:00
578,122,675,39,3,Got there fine but driver was quiet.,2015-06-17 01:13:00
579,551,691,126,4,"Nice driver, took a slightly longer route.",2016-02-25 23:23:00
580,1318,641,310,4,"Solid ride, arrived safely.",2016-08-08 03:23:00
581,2347,659,402,5,Highly recommend this driver!,2017-11-25 00:46:00
582,102,920,34,4,Driver was friendly and mostly on time.,2015-06-16 03:30:00
583,1308,29,978,4,"Comfortable trip, would ride again.",2016-08-06 12:27:00
584,2334,15,399,4,"Solid ride, arrived safely.",2017-11-23 00:39:00
585,512,991,89,5,Highly recommend this driver!,2016-02-10 02:02:00
586,1401,523,822,5,"Fantastic ride, very smooth!",2016-09-03 23:24:00
587,2954,270,627,3,Got there fine but driver was quiet.,2018-04-27 07:00:00
588,2291,824,386,4,"Good experience, car was clean.",2017-09-25 17:50:00
589,2802,281,115,3,"Average experience, car could be cleaner.",2018-02-20 23:56:00
590,838,540,281,4,Driver was friendly and mostly on time.,2016-05-06 06:40:00
591,2945,236,621,5,Perfect ride from start to finish.,2018-04-19 15:54:00
592,917,147,151,4,"Nice driver, took a slightly longer route.",2016-05-29 08:24:00
593,2567,900,481,5,Best Uber experience I've had.,2017-12-23 06:15:00
594,562,107,428,4,"Nice driver, took a slightly longer route.",2016-03-04 08:52:00
595,2133,671,329,4,"Comfortable trip, would ride again.",2017-06-18 06:09:00
596,1064,287,170,4,Driver was friendly and mostly on time.,2016-06-17 06:27:00
597,334,821,112,4,"Comfortable trip, would ride again.",2015-12-02 23:34:00
598,507,851,791,5,Clean car and great driver!,2016-02-11 01:50:00
599,2635,255,507,4,Driver was friendly and mostly on time.,2018-01-13 19:02:00
600,1412,874,704,4,Driver was friendly and mostly on time.,2016-09-06 23:44:00
601,1592,691,228,5,Highly recommend this driver!,2016-10-30 00:37:00
602,1132,973,756,5,Clean car and great driver!,2016-07-06 14:49:00
603,768,643,743,5,Perfect ride from start to finish.,2016-04-12 10:53:00
604,1327,504,713,5,Best Uber experience I've had.,2016-08-08 03:23:00
605,2267,24,378,3,Driver seemed distracted at times.,2017-09-03 07:23:00
606,715,572,899,4,"Good ride overall, no complaints.",2016-04-03 04:47:00
607,1842,644,757,4,"Good ride overall, no complaints.",2016-12-05 22:03:00
608,1250,622,183,5,Perfect ride from start to finish.,2016-08-02 16:59:00
609,1566,672,680,4,"Good ride overall, no complaints.",2016-10-14 12:21:00
610,1517,648,359,5,Perfect ride from start to finish.,2016-10-08 08:39:00
611,797,81,548,4,"Good ride overall, no complaints.",2016-05-03 16:45:00
612,2208,777,240,4,Driver was friendly and mostly on time.,2017-08-08 00:04:00
613,2298,720,388,4,"Comfortable trip, would ride again.",2017-10-22 21:34:00
614,732,749,135,3,"Average experience, car could be cleaner.",2016-04-05 01:13:00
615,1819,233,979,4,"Nice driver, took a slightly longer route.",2016-12-03 01:46:00
616,1494,39,211,4,"Good experience, car was clean.",2016-10-01 09:06:00
617,995,116,164,4,Driver was friendly and mostly on time.,2016-06-09 05:06:00
618,1534,744,170,4,"Good experience, car was clean.",2016-10-08 16:01:00
619,2752,946,551,5,Best Uber experience I've had.,2018-02-10 20:05:00
620,2909,392,606,5,"Comfortable car, great conversation.",2018-03-22 10:45:00
621,2765,115,555,4,"Comfortable trip, would ride again.",2018-02-13 06:26:00
622,1471,212,203,4,"Good experience, car was clean.",2016-09-27 08:58:00
623,2019,979,287,4,"Good ride overall, no complaints.",2017-01-25 22:33:00
624,588,381,425,4,"Solid ride, arrived safely.",2016-03-05 04:08:00
625,1113,581,564,4,"Good ride overall, no complaints.",2016-07-02 23:09:00
626,1677,696,372,4,"Good experience, car was clean.",2016-11-07 23:57:00
627,1398,106,841,4,Driver was friendly and mostly on time.,2016-09-03 08:08:00
628,416,89,123,5,"Comfortable car, great conversation.",2016-01-19 17:38:00
629,1948,922,264,4,"Nice driver, took a slightly longer route.",2016-12-18 05:22:00
630,1091,21,685,4,"Nice driver, took a slightly longer route.",2016-07-01 19:25:00
631,2549,984,473,4,"Comfortable trip, would ride again.",2017-12-21 02:37:00
632,1304,766,540,4,Driver was friendly and mostly on time.,2016-08-06 12:21:00
633,2712,664,534,3,Decent ride but took longer than expected.,2018-01-30 08:55:00
634,81,368,27,4,"Good experience, car was clean.",2015-06-15 13:19:00
635,836,749,281,3,"Average experience, car could be cleaner.",2016-05-07 00:40:00
636,224,381,75,4,Driver was friendly and mostly on time.,2015-09-23 03:06:00
637,1660,969,285,3,Decent ride but took longer than expected.,2016-11-06 07:40:00
638,2429,652,427,3,Driver seemed distracted at times.,2017-11-28 07:58:00
639,1633,887,435,5,"Comfortable car, great conversation.",2016-11-05 01:47:00
640,2325,664,396,5,Very professional and courteous.,2017-11-17 03:35:00
641,2076,163,308,5,"Fantastic ride, very smooth!",2017-05-24 21:03:00
642,2703,123,530,4,"Comfortable trip, would ride again.",2018-01-28 19:14:00
643,1901,816,94,4,"Comfortable trip, would ride again.",2016-12-12 02:21:00
644,306,235,43,4,"Nice driver, took a slightly longer route.",2015-10-20 13:39:00
645,2420,712,423,3,"Average experience, car could be cleaner.",2017-11-28 13:26:00
646,9,173,3,5,Clean car and great driver!,2015-05-14 12:38:00
647,346,879,927,3,"Average experience, car could be cleaner.",2016-01-02 15:17:00
648,622,99,128,4,"Nice driver, took a slightly longer route.",2016-03-07 09:35:00
649,677,206,975,4,"Comfortable trip, would ride again.",2016-03-13 10:22:00
650,780,870,141,5,Driver was super friendly and on time.,2016-05-01 06:08:00
651,1828,47,338,4,"Nice driver, took a slightly longer route.",2016-12-04 01:07:00
652,2323,602,395,3,Decent ride but took longer than expected.,2017-11-15 23:52:00
653,2449,948,433,5,Best Uber experience I've had.,2017-11-30 07:05:00
654,1357,808,10,4,"Comfortable trip, would ride again.",2016-08-11 16:28:00
655,1105,528,47,3,"Ride was okay, nothing special.",2016-07-02 03:24:00
656,32,304,11,4,"Nice driver, took a slightly longer route.",2015-05-21 04:08:00
657,1326,47,713,3,"Ride was okay, nothing special.",2016-08-08 05:23:00
658,2075,10,308,5,Clean car and great driver!,2017-05-24 21:03:00
659,1094,587,90,3,Got there fine but driver was quiet.,2016-07-02 00:57:00
660,2823,404,575,5,Clean car and great driver!,2018-03-01 14:40:00
661,1123,907,732,5,Clean car and great driver!,2016-07-04 18:08:00
662,2241,298,368,4,"Comfortable trip, would ride again.",2017-08-19 10:55:00
663,761,743,795,4,"Good ride overall, no complaints.",2016-04-10 12:47:00
664,2261,412,376,4,"Nice driver, took a slightly longer route.",2017-08-21 01:26:00
665,976,23,663,4,"Good experience, car was clean.",2016-06-07 15:20:00
666,2538,138,469,5,Best Uber experience I've had.,2017-12-20 04:47:00
667,1639,97,929,4,"Good ride overall, no complaints.",2016-11-05 08:26:00
668,2605,959,495,4,"Solid ride, arrived safely.",2018-01-07 16:20:00
669,2304,270,316,4,"Comfortable trip, would ride again.",2017-11-03 12:56:00
670,2017,32,286,4,"Solid ride, arrived safely.",2017-01-21 16:19:00
671,1807,230,254,5,Driver was super friendly and on time.,2016-11-30 12:30:00
672,74,147,26,4,"Good ride overall, no complaints.",2015-06-15 23:41:00
673,1148,162,331,5,"Comfortable car, great conversation.",2016-07-06 20:02:00
674,2384,687,412,4,"Good experience, car was clean.",2017-11-27 00:10:00
675,129,49,43,4,"Comfortable trip, would ride again.",2015-06-18 20:05:00
676,624,640,499,4,"Good experience, car was clean.",2016-03-06 05:13:00
677,965,274,308,4,"Nice driver, took a slightly longer route.",2016-06-07 12:05:00
678,2102,896,317,5,"Comfortable car, great conversation.",2017-06-05 09:35:00
679,2203,490,354,4,"Solid ride, arrived safely.",2017-07-30 01:25:00
680,411,259,121,5,Very professional and courteous.,2016-01-17 15:03:00
681,2345,859,402,4,"Solid ride, arrived safely.",2017-11-25 05:46:00
682,1476,980,204,5,"Fantastic ride, very smooth!",2016-09-28 13:25:00
683,878,148,620,5,Driver was super friendly and on time.,2016-05-12 23:12:00
684,563,318,502,3,Got there fine but driver was quiet.,2016-03-03 15:10:00
685,2229,652,365,5,"Comfortable car, great conversation.",2017-08-14 22:08:00
686,180,830,58,4,Driver was friendly and mostly on time.,2015-09-12 23:21:00
687,2055,229,301,4,Driver was friendly and mostly on time.,2017-04-04 07:13:00
688,2056,918,301,5,Highly recommend this driver!,2017-04-04 00:13:00
689,63,588,21,4,Driver was friendly and mostly on time.,2015-06-13 04:01:00
690,2397,791,416,5,"Fantastic ride, very smooth!",2017-11-26 01:19:00
691,2164,702,228,4,"Solid ride, arrived safely.",2017-06-30 22:07:00
692,586,129,637,5,Highly recommend this driver!,2016-03-05 13:09:00
693,1060,692,115,4,Driver was friendly and mostly on time.,2016-06-13 17:57:00
694,1793,152,249,5,Best Uber experience I've had.,2016-11-29 14:26:00
695,2951,391,625,4,"Solid ride, arrived safely.",2018-04-25 09:58:00
696,2473,303,445,5,Driver was super friendly and on time.,2017-12-05 22:09:00
697,251,999,85,4,"Good experience, car was clean.",2015-09-27 15:36:00
698,2729,815,540,3,Got there fine but driver was quiet.,2018-02-03 01:20:00
699,476,431,885,5,"Fantastic ride, very smooth!",2016-02-06 03:41:00
700,1958,863,267,4,"Good experience, car was clean.",2016-12-23 20:59:00
701,78,652,27,3,Decent ride but took longer than expected.,2015-06-15 05:19:00
702,2528,735,467,3,Driver seemed distracted at times.,2017-12-17 18:48:00
703,539,586,789,4,"Good ride overall, no complaints.",2016-02-14 08:06:00
704,2686,596,523,3,"Average experience, car could be cleaner.",2018-01-21 10:46:00
705,1220,187,672,3,"Average experience, car could be cleaner.",2016-01-03 04:00:00
706,1726,276,219,3,"Ride was okay, nothing special.",2016-11-12 07:53:00
707,964,921,308,4,Driver was friendly and mostly on time.,2016-06-07 11:05:00
708,2931,297,616,5,Highly recommend this driver!,2018-04-06 04:10:00
709,1596,335,522,4,"Comfortable trip, would ride again.",2016-11-03 09:27:00
710,1439,667,192,3,Driver seemed distracted at times.,2016-09-12 17:45:00
711,2338,46,400,4,"Good ride overall, no complaints.",2017-11-23 09:16:00
712,1663,445,416,4,"Nice driver, took a slightly longer route.",2016-11-06 16:28:00
713,2366,410,408,4,"Nice driver, took a slightly longer route.",2017-11-25 23:19:00
714,533,531,687,3,Got there fine but driver was quiet.,2016-02-13 18:35:00
715,821,883,864,4,Driver was friendly and mostly on time.,2016-05-06 09:14:00
716,385,891,18,5,"Fantastic ride, very smooth!",2016-01-13 02:21:00
717,1626,300,231,3,"Average experience, car could be cleaner.",2016-11-03 19:46:00
718,966,516,308,5,Very professional and courteous.,2016-06-06 13:05:00
719,2680,563,522,3,"Ride was okay, nothing special.",2018-01-20 16:59:00
720,997,802,165,3,Got there fine but driver was quiet.,2016-06-09 07:29:00
721,1256,634,184,4,"Good ride overall, no complaints.",2016-08-02 04:01:00
722,2424,798,424,4,"Good ride overall, no complaints.",2017-11-27 23:33:00
723,1395,615,410,4,Driver was friendly and mostly on time.,2016-09-02 15:24:00
724,744,921,537,5,"Comfortable car, great conversation.",2016-04-08 14:00:00
725,379,890,95,3,Decent ride but took longer than expected.,2016-01-10 20:32:00
726,902,897,155,5,Highly recommend this driver!,2016-05-16 09:54:00
727,547,646,125,5,Driver was super friendly and on time.,2016-02-24 05:44:00
728,2028,479,290,4,Driver was friendly and mostly on time.,2017-02-03 20:43:00
729,2413,916,420,4,"Good experience, car was clean.",2017-11-26 17:34:00
730,757,360,199,4,"Solid ride, arrived safely.",2016-04-09 19:20:00
731,956,894,386,4,Driver was friendly and mostly on time.,2016-06-05 17:33:00
732,2857,652,587,4,"Good experience, car was clean.",2018-03-09 00:39:00
733,2617,124,499,4,"Good experience, car was clean.",2018-01-08 01:44:00
734,474,704,117,4,Driver was friendly and mostly on time.,2016-02-06 18:07:00
735,1978,80,275,5,Perfect ride from start to finish.,2016-12-30 15:52:00
736,1426,198,502,5,"Comfortable car, great conversation.",2016-09-11 17:55:00
737,365,430,671,5,Driver was super friendly and on time.,2016-01-08 19:33:00
738,2514,68,462,5,Very professional and courteous.,2017-12-16 10:40:00
739,359,950,483,4,"Good ride overall, no complaints.",2016-01-07 02:49:00
740,1893,298,883,3,Driver seemed distracted at times.,2016-12-12 09:27:00
741,645,97,93,5,"Comfortable car, great conversation.",2016-03-10 03:55:00
742,10,447,3,5,Very professional and courteous.,2015-05-13 21:38:00
743,441,593,718,4,"Solid ride, arrived safely.",2016-02-04 19:01:00
744,2361,387,406,4,"Comfortable trip, would ride again.",2017-11-24 21:52:00
745,452,581,246,5,"Comfortable car, great conversation.",2016-02-05 23:32:00
746,825,12,675,4,Driver was friendly and mostly on time.,2016-05-05 02:27:00
747,2733,777,542,4,"Good ride overall, no complaints.",2018-02-07 16:11:00
