ride_id,driver_id,vehicle_id,origin_city_id,destination_city_id,departure_time,arrival_time,price_per_seat,suggested_price,status,created_at
243,130,5,88.0,364.0,2016-03-17 11:38:00,2016-03-17 11:57:00,3.0,,COMPLETED,2016-03-17 12:57:00
244,131,10,89.0,366.0,2016-03-21 08:36:00,2016-03-21 08:50:00,1.86,1.86,COMPLETED,2016-03-21 09:50:00
245,132,51,53.0,90.0,2016-03-25 18:23:00,2016-03-25 18:52:00,3.34,3.34,COMPLETED,2016-03-25 19:52:00
246,133,52,90.0,350.0,2016-03-25 19:13:00,2016-03-25 19:37:00,2.83,2.83,COMPLETED,2016-03-25 20:37:00
247,,,,,2016-04-01 13:43:00,2016-04-01 14:01:00,,,,
248,,,,,2016-04-01 14:36:00,2016-04-01 15:24:00,,,,
249,,,,,2016-04-01 16:01:00,2016-04-01 16:49:00,,,,
250,,,,,2016-04-01 16:52:00,2016-04-01 16:57:00,,,,
251,,,,,2016-04-02 08:48:00,2016-04-02 09:04:00,,,,
252,,,,,2016-04-02 11:01:00,2016-04-02 11:16:00,,,,
253,,,,,2016-04-02 12:21:00,2016-04-02 14:47:00,,,,
254,,,,,2016-04-02 16:57:00,2016-04-02 18:09:00,,,,
255,,,,,2016-04-02 19:38:00,2016-04-02 22:36:00,,,,
256,,,,,2016-04-02 23:11:00,2016-04-03 01:34:00,,,,
257,,,,,2016-04-03 02:00:00,2016-04-03 04:16:00,,,,
258,134,45,91.0,367.0,2016-04-03 13:51:00,2016-04-03 14:05:00,2.0,2.0,CANCELLED,2016-04-03 15:06:00
259,135,2,92.0,368.0,2016-04-03 14:05:00,2016-04-03 14:13:00,1.93,,COMPLETED,2016-04-03 15:15:00
260,115,4,93.0,369.0,2016-04-05 10:48:00,2016-04-05 11:39:00,26.33,26.33,COMPLETED,2016-04-05 12:34:00
261,,,,,2016-04-05 21:39:00,2016-04-05 21:55:00,,,,
262,,,,,2016-04-06 00:19:00,2016-04-06 00:39:00,,,,
263,132,51,53.0,370.0,2016-04-07 13:03:00,2016-04-07 13:29:00,3.07,3.07,COMPLETED,2016-04-07 14:29:00
264,,,,,2016-04-07 18:20:00,2016-04-07 18:39:00,,,,
265,,,,,2016-04-07 19:45:00,2016-04-07 20:00:00,,,,
266,,,,,2016-04-08 12:30:00,2016-04-08 12:48:00,,,,
267,,,,,2016-04-08 13:34:00,2016-04-08 13:51:00,,,,
268,,,,,2016-04-08 13:55:00,2016-04-08 14:03:00,,,,
269,,,,,2016-04-08 14:43:00,2016-04-08 15:20:00,,,,
270,,,,,2016-04-08 16:05:00,2016-04-08 16:47:00,,,,
271,136,5,94.0,122.0,2016-04-09 16:27:00,2016-04-09 17:03:00,5.5,5.5,COMPLETED,2016-04-09 17:27:00
272,137,1,93.0,18.0,2016-04-10 07:00:00,2016-04-10 07:38:00,14.85,14.85,COMPLETED,2016-04-10 08:38:00
273,138,9,53.0,155.0,2016-04-11 08:24:00,2016-04-11 08:44:00,2.45,2.45,COMPLETED,2016-04-11 09:24:00
274,,,,,2016-04-12 09:15:00,2016-04-12 09:26:00,,,,
275,,,,,2016-04-12 09:34:00,2016-04-12 09:53:00,,,,
276,,,,,2016-04-12 10:58:00,2016-04-12 11:18:00,,,,
277,,,,,2016-04-12 12:22:00,2016-04-12 12:44:00,,,,
278,,,,,2016-04-12 13:42:00,2016-04-12 14:01:00,,,,
279,139,5,82.0,53.0,2016-04-17 17:21:00,2016-04-17 17:38:00,3.26,3.26,COMPLETED,2016-04-17 18:38:00
280,140,40,95.0,53.0,2016-04-19 17:07:00,2016-04-19 17:31:00,3.7,3.7,COMPLETED,2016-04-19 18:31:00
281,141,5,96.0,97.0,2016-04-30 18:51:00,2016-04-30 19:08:00,3.18,3.18,COMPLETED,2016-04-30 20:08:00
282,142,9,97.0,48.0,2016-04-30 19:18:00,2016-04-30 19:37:00,3.17,3.17,COMPLETED,2016-04-30 20:37:00
283,,,,,2016-05-01 13:45:00,2016-05-01 13:53:00,,,,
284,,,,,2016-05-01 14:26:00,2016-05-01 14:31:00,,,,
285,,,,,2016-05-01 17:33:00,2016-05-01 17:45:00,,,,
286,,,,,2016-05-01 17:54:00,2016-05-01 18:10:00,,,,
287,,,,,2016-05-01 22:38:00,2016-05-01 22:49:00,,,,
288,143,11,53.0,118.0,2016-05-02 11:08:00,2016-05-02 11:35:00,4.18,4.18,COMPLETED,2016-05-02 12:35:00
289,,,,,2016-05-02 14:14:00,2016-05-02 14:21:00,,,,
290,,,,,2016-05-02 15:37:00,2016-05-02 15:48:00,,,,
291,144,19,98.0,53.0,2016-05-03 15:32:00,2016-05-03 15:45:00,1.69,1.69,COMPLETED,2016-05-03 16:45:00
292,,,,,2016-05-03 22:20:00,2016-05-03 22:28:00,,,,
293,145,33,99.0,53.0,2016-05-04 12:09:00,2016-05-04 12:32:00,3.48,3.48,COMPLETED,2016-05-04 13:32:00
294,,,,,2016-05-04 15:16:00,2016-05-04 15:37:00,,,,
295,,,,,2016-05-04 20:55:00,2016-05-04 21:14:00,,,,
296,,,,,2016-05-04 21:30:00,2016-05-04 21:36:00,,,,
297,,,,,2016-05-04 22:19:00,2016-05-04 22:27:00,,,,
298,115,1,53.0,53.0,2016-05-05 09:55:00,2016-05-05 10:01:00,1.51,1.51,CANCELLED,2016-05-05 10:55:00
299,146,12,53.0,118.0,2016-05-05 10:02:00,2016-05-05 10:36:00,4.1,4.1,COMPLETED,2016-05-05 11:02:00
300,,,,,2016-05-05 21:24:00,2016-05-05 21:36:00,,,,
301,,,,,2016-05-05 22:34:00,2016-05-05 22:40:00,,,,
302,,,,,2016-05-05 23:55:00,2016-05-06 00:08:00,,,,
303,,,,,2016-05-06 05:47:00,2016-05-06 06:02:00,,,,
304,147,49,100.0,124.0,2016-05-06 13:52:00,2016-05-06 14:18:00,2.85,2.85,COMPLETED,2016-05-06 14:52:00
305,148,2,101.0,124.0,2016-05-06 14:05:00,2016-05-06 14:41:00,4.82,4.82,COMPLETED,2016-05-06 15:41:00
306,149,49,102.0,118.0,2016-05-06 15:56:00,2016-05-06 16:24:00,4.87,4.87,COMPLETED,2016-05-06 16:56:00
307,,,,,2016-05-06 16:45:00,2016-05-06 16:59:00,,,,
308,,,,,2016-05-06 17:18:00,2016-05-06 17:44:00,,,,
309,150,53,103.0,107.0,2016-05-07 11:00:00,2016-05-07 11:20:00,3.13,3.13,COMPLETED,2016-05-07 12:20:00
310,80,45,104.0,53.0,2016-05-07 18:38:00,2016-05-07 18:56:00,2.06,2.06,COMPLETED,2016-05-07 19:56:00
311,,,,,2016-05-09 06:08:00,2016-05-09 06:25:00,,,,
312,,,,,2016-05-09 14:39:00,2016-05-09 15:06:00,,,,
313,,,,,2016-05-09 17:58:00,2016-05-09 18:26:00,,,,
314,,,,,2016-05-09 19:35:00,2016-05-09 19:59:00,,,,
315,,,,,2016-05-10 09:03:00,2016-05-10 09:20:00,,,,
316,,,,,2016-05-10 17:19:00,2016-05-10 17:31:00,,,,
317,,,,,2016-05-11 08:35:00,2016-05-11 09:12:00,,,,
318,151,2,105.0,118.0,2016-05-11 18:43:00,2016-05-11 19:08:00,3.74,3.74,COMPLETED,2016-05-11 20:08:00
319,,,,,2016-05-11 21:47:00,2016-05-11 22:04:00,,,,
320,145,33,106.0,371.0,2016-05-12 13:15:00,2016-05-12 13:34:00,3.25,3.25,COMPLETED,2016-05-12 14:34:00
321,81,10,107.0,118.0,2016-05-13 15:01:00,2016-05-13 15:45:00,5.78,5.78,COMPLETED,2016-05-13 16:45:00
322,152,31,108.0,109.0,2016-05-13 18:50:00,2016-05-13 19:09:00,3.28,3.28,COMPLETED,2016-05-13 20:09:00
323,115,35,109.0,53.0,2016-05-13 20:11:00,2016-05-13 20:39:00,4.09,4.09,COMPLETED,2016-05-13 21:39:00
324,153,2,110.0,111.0,2016-05-14 11:44:00,2016-05-14 12:15:00,4.94,4.94,COMPLETED,2016-05-14 13:15:00
325,154,2,111.0,138.0,2016-05-14 12:19:00,2016-05-14 13:03:00,6.5,6.5,COMPLETED,2016-05-14 14:03:00
326,155,11,76.0,372.0,2016-05-14 15:42:00,2016-05-14 15:54:00,1.98,1.98,COMPLETED,2016-05-14 16:42:00
327,156,20,104.0,373.0,2016-05-15 20:22:00,2016-05-15 20:40:00,2.52,2.52,COMPLETED,2016-05-15 21:40:00
328,157,19,53.0,155.0,2016-05-17 09:56:00,2016-05-17 10:12:00,2.16,2.16,COMPLETED,2016-05-17 10:56:00
329,158,2,101.0,118.0,2016-05-17 15:53:00,2016-05-17 16:18:00,3.72,3.72,COMPLETED,2016-05-17 17:18:00
330,159,1,112.0,374.0,2016-05-19 14:35:00,2016-05-19 15:03:00,3.85,3.85,COMPLETED,2016-05-19 15:35:00
331,160,24,113.0,375.0,2016-05-20 16:52:00,2016-05-20 17:39:00,4.97,4.97,COMPLETED,2016-05-20 18:39:00
332,151,2,114.0,118.0,2016-05-27 12:50:00,2016-05-27 13:24:00,5.74,5.74,COMPLETED,2016-05-27 14:24:00
333,161,54,115.0,107.0,2016-05-27 16:46:00,2016-05-27 17:28:00,5.86,5.86,COMPLETED,2016-05-27 18:28:00
334,162,5,116.0,118.0,2016-05-29 10:10:00,2016-05-29 10:17:00,1.23,1.23,COMPLETED,2016-05-29 11:17:00
335,163,55,117.0,376.0,2016-05-31 17:07:00,2016-05-31 17:34:00,2.48,2.48,CANCELLED,2016-05-31 18:34:00
336,,,,,2016-06-01 10:19:00,2016-06-01 10:47:00,,,,
337,,,,,2016-06-01 13:10:00,2016-06-01 13:39:00,,,,
338,,,,,2016-06-03 11:29:00,2016-06-03 11:49:00,,,,
339,,,,,2016-06-03 13:08:00,2016-06-03 13:38:00,,,,
340,,,,,2016-06-03 15:31:00,2016-06-03 15:54:00,,,,
341,,,,,2016-06-03 18:14:00,2016-06-03 18:29:00,,,,
342,,,,,2016-06-03 18:41:00,2016-06-03 18:53:00,,,,
343,,,,,2016-06-03 19:36:00,2016-06-03 19:42:00,,,,
344,,,,,2016-06-03 22:47:00,2016-06-03 23:06:00,,,,
345,,,,,2016-06-05 14:03:00,2016-06-05 14:33:00,,,,
346,,,,,2016-06-05 15:06:00,2016-06-05 15:22:00,,,,
347,,,,,2016-06-05 15:57:00,2016-06-05 16:08:00,,,,
348,,,,,2016-06-05 18:05:00,2016-06-05 18:14:00,,,,
349,,,,,2016-06-05 21:53:00,2016-06-05 22:05:00,,,,
350,,,,,2016-06-05 23:52:00,2016-06-06 00:08:00,,,,
351,,,,,2016-06-06 15:36:00,2016-06-06 15:45:00,,,,
352,,,,,2016-06-06 16:16:00,2016-06-06 16:24:00,,,,
353,,,,,2016-06-06 20:06:00,2016-06-06 20:20:00,,,,
354,,,,,2016-06-06 21:08:00,2016-06-06 21:37:00,,,,
355,,,,,2016-06-06 21:41:00,2016-06-06 22:00:00,,,,
356,,,500.0,527.0,2016-06-06 23:34:00,2016-06-06 23:48:00,,,BUSINESS,
357,164,2,118.0,113.0,2016-06-07 18:48:00,2016-06-07 19:06:00,1.76,1.76,COMPLETED,2016-06-07 20:06:00
358,165,56,118.0,53.0,2016-06-07 21:05:00,2016-06-07 21:29:00,3.63,3.63,COMPLETED,2016-06-07 22:29:00
359,,,527.0,500.0,2016-06-07 21:42:00,2016-06-07 22:00:00,,,BUSINESS,
360,,,500.0,525.0,2016-06-07 23:41:00,2016-06-08 00:04:00,,,PERSONAL,
361,,,525.0,500.0,2016-06-08 08:23:00,2016-06-08 08:53:00,,,BUSINESS,
362,,,500.0,509.0,2016-06-08 12:04:00,2016-06-08 13:01:00,,,BUSINESS,
363,,,482.0,503.0,2016-06-08 13:12:00,2016-06-08 13:29:00,,,BUSINESS,
364,,,503.0,482.0,2016-06-08 14:31:00,2016-06-08 14:37:00,,,BUSINESS,
365,,,482.0,498.0,2016-06-08 16:55:00,2016-06-08 17:11:00,,,BUSINESS,
366,,,498.0,482.0,2016-06-08 17:16:00,2016-06-08 17:18:00,,,BUSINESS,
367,,,482.0,498.0,2016-06-08 17:59:00,2016-06-08 18:05:00,,,BUSINESS,
368,,,498.0,482.0,2016-06-08 20:11:00,2016-06-08 20:25:00,,,BUSINESS,
369,,,482.0,503.0,2016-06-10 15:19:00,2016-06-10 16:28:00,,,BUSINESS,
370,166,57,108.0,53.0,2016-06-10 16:18:00,2016-06-10 16:46:00,4.15,4.15,COMPLETED,2016-06-10 17:46:00
371,,,503.0,503.0,2016-06-10 21:47:00,2016-06-10 22:04:00,,,BUSINESS,
372,,,502.0,667.0,2016-06-10 23:53:00,2016-06-11 00:01:00,,,BUSINESS,
373,167,12,114.0,107.0,2016-06-11 15:28:00,2016-06-11 15:41:00,2.17,2.17,COMPLETED,2016-06-11 16:41:00
374,,,503.0,482.0,2016-06-11 17:08:00,2016-06-11 17:16:00,,,BUSINESS,
375,,,482.0,497.0,2016-06-11 17:34:00,2016-06-11 17:39:00,,,BUSINESS,
376,,,497.0,482.0,2016-06-11 17:50:00,2016-06-11 17:56:00,,,BUSINESS,
377,,,482.0,497.0,2016-06-11 21:45:00,2016-06-11 22:04:00,,,BUSINESS,
378,,,528.0,528.0,2016-06-11 23:39:00,2016-06-12 00:05:00,,,PERSONAL,
379,,,497.0,482.0,2016-06-12 19:53:00,2016-06-12 19:56:00,,,PERSONAL,
380,,,500.0,527.0,2016-06-12 20:05:00,2016-06-12 20:16:00,,,BUSINESS,
381,,,482.0,497.0,2016-06-12 21:58:00,2016-06-12 22:19:00,,,BUSINESS,
382,115,3,118.0,53.0,2016-06-12 23:35:00,2016-06-12 23:57:00,3.2,3.2,COMPLETED,2016-06-13 00:57:00
383,168,58,118.0,53.0,2016-06-13 23:22:00,2016-06-13 23:42:00,3.45,3.45,COMPLETED,2016-06-14 00:42:00
384,169,10,53.0,118.0,2016-06-15 14:50:00,2016-06-15 15:12:00,3.86,3.86,COMPLETED,2016-06-15 16:12:00
385,170,9,53.0,118.0,2016-06-16 19:52:00,2016-06-16 20:27:00,5.01,5.01,COMPLETED,2016-06-16 20:52:00
386,144,19,53.0,118.0,2016-06-17 19:50:00,2016-06-17 20:30:00,6.17,6.17,COMPLETED,2016-06-17 21:30:00
387,171,59,53.0,118.0,2016-06-18 14:27:00,2016-06-18 14:52:00,4.09,4.09,COMPLETED,2016-06-18 15:52:00
388,165,56,118.0,377.0,2016-06-19 13:07:00,2016-06-19 13:18:00,1.33,1.33,COMPLETED,2016-06-19 14:18:00
389,172,31,96.0,118.0,2016-06-20 20:21:00,2016-06-20 20:46:00,3.78,3.78,COMPLETED,2016-06-20 21:46:00
390,173,9,119.0,113.0,2016-06-24 14:10:00,2016-06-24 14:25:00,2.09,2.09,COMPLETED,2016-06-24 15:25:00
391,173,9,113.0,118.0,2016-06-24 14:45:00,2016-06-24 15:01:00,2.86,2.86,COMPLETED,2016-06-24 16:01:00
392,174,39,120.0,118.0,2016-06-25 16:53:00,2016-06-25 17:03:00,1.78,1.78,COMPLETED,2016-06-25 18:03:00
393,,,497.0,482.0,2016-07-01 00:00:00,2016-07-01 00:25:00,,,BUSINESS,
394,,,500.0,510.0,2016-07-01 09:34:00,2016-07-01 09:57:00,,,BUSINESS,
395,,,482.0,503.0,2016-07-01 12:36:00,2016-07-01 13:00:00,,,BUSINESS,
396,,,502.0,506.0,2016-07-01 20:06:00,2016-07-01 20:24:00,,,BUSINESS,
397,,,506.0,662.0,2016-07-01 23:48:00,2016-07-02 00:09:00,,,BUSINESS,
398,,,503.0,482.0,2016-07-02 20:18:00,2016-07-02 20:36:00,,,BUSINESS,
399,,,500.0,526.0,2016-07-02 23:48:00,2016-07-03 00:12:00,,,BUSINESS,
400,,,526.0,500.0,2016-07-03 00:28:00,2016-07-03 00:38:00,,,BUSINESS,
401,,,500.0,500.0,2016-07-03 03:02:00,2016-07-03 03:08:00,,,PERSONAL,
402,,,482.0,497.0,2016-07-03 20:00:00,2016-07-03 20:18:00,,,BUSINESS,
403,,,529.0,530.0,2016-07-04 00:32:00,2016-07-04 00:47:00,,,BUSINESS,
404,,,530.0,531.0,2016-07-04 17:31:00,2016-07-04 17:49:00,,,BUSINESS,
405,,,531.0,668.0,2016-07-04 18:23:00,2016-07-04 18:49:00,,,BUSINESS,
406,,,532.0,533.0,2016-07-04 20:00:00,2016-07-04 20:17:00,,,BUSINESS,
407,,,533.0,493.0,2016-07-05 00:00:00,2016-07-05 00:05:00,,,BUSINESS,
408,,,493.0,534.0,2016-07-05 00:08:00,2016-07-05 00:28:00,,,BUSINESS,
409,,,534.0,493.0,2016-07-05 16:48:00,2016-07-05 16:52:00,,,BUSINESS,
410,,,531.0,532.0,2016-07-05 20:06:00,2016-07-05 20:26:00,,,BUSINESS,
411,,,532.0,531.0,2016-07-05 22:41:00,2016-07-05 23:02:00,,,BUSINESS,
412,,,531.0,532.0,2016-07-06 00:33:00,2016-07-06 00:53:00,,,PERSONAL,
413,,,,,2016-07-06 09:06:00,2016-07-06 09:25:00,,,,
414,,,,,2016-07-06 12:48:00,2016-07-06 13:08:00,,,,
415,,,,,2016-07-06 20:04:00,2016-07-06 20:14:00,,,,
416,,,,,2016-07-06 23:46:00,2016-07-06 23:59:00,,,,
417,,,,,2016-07-07 08:22:00,2016-07-07 08:50:00,,,,
418,,,,,2016-07-07 10:27:00,2016-07-07 10:33:00,,,,
419,,,,,2016-07-07 12:59:00,2016-07-07 13:35:00,,,,
420,,,,,2016-07-08 09:50:00,2016-07-08 10:13:00,,,,
421,,,,,2016-07-08 10:51:00,2016-07-08 11:12:00,,,,
422,,,,,2016-07-08 13:48:00,2016-07-08 14:11:00,,,,
423,,,,,2016-07-08 17:11:00,2016-07-08 17:30:00,,,,
424,,,,,2016-07-09 09:03:00,2016-07-09 09:46:00,,,,
425,,,,,2016-07-09 09:52:00,2016-07-09 10:06:00,,,,
426,,,,,2016-07-09 10:15:00,2016-07-09 10:33:00,,,,
427,175,9,121.0,118.0,2016-07-09 20:32:00,2016-07-09 20:57:00,3.35,3.35,COMPLETED,2016-07-09 21:57:00
428,,,,,2016-07-10 14:10:00,2016-07-10 14:17:00,,,,
429,,,,,2016-07-10 16:04:00,2016-07-10 16:15:00,,,,
430,,,,,2016-07-10 18:05:00,2016-07-10 18:21:00,,,,
431,,,,,2016-07-10 19:51:00,2016-07-10 20:08:00,,,,
432,,,,,2016-07-12 16:10:00,2016-07-12 16:45:00,,,,
433,,,,,2016-07-12 19:21:00,2016-07-12 19:26:00,,,,
434,,,,,2016-07-12 23:47:00,,,,,
435,176,60,118.0,378.0,2016-07-13 05:16:00,2016-07-13 05:35:00,2.3,2.3,COMPLETED,2016-07-13 06:16:00
436,177,7,122.0,118.0,2016-07-22 14:36:00,2016-07-22 15:03:00,4.66,4.66,COMPLETED,2016-07-22 16:03:00
437,178,11,123.0,122.0,2016-07-23 16:12:00,2016-07-23 16:29:00,2.08,2.08,COMPLETED,2016-07-23 17:29:00
438,179,12,124.0,118.0,2016-07-23 17:33:00,2016-07-23 17:58:00,4.41,4.41,COMPLETED,2016-07-23 18:58:00
439,180,24,125.0,18.0,2016-07-29 13:57:00,2016-07-29 14:35:00,2.63,,COMPLETED,2016-07-29 15:35:00
440,181,9,126.0,379.0,2016-07-29 15:44:00,2016-07-29 16:20:00,2.26,,COMPLETED,2016-07-29 17:20:00
441,182,61,127.0,380.0,2016-07-29 18:23:00,2016-07-29 19:20:00,5.28,,COMPLETED,2016-07-29 20:20:00
442,,,,,2016-08-01 12:47:00,2016-08-01 13:04:00,,,,
443,,,,,2016-08-01 13:08:00,2016-08-01 13:19:00,,,,
444,,,,,2016-08-01 13:28:00,2016-08-01 13:46:00,,,,
445,183,35,128.0,381.0,2016-08-01 13:37:00,2016-08-01 13:59:00,2.54,2.54,COMPLETED,2016-08-01 14:59:00
446,,,,,2016-08-01 13:52:00,2016-08-01 14:14:00,,,,
447,184,45,129.0,382.0,2016-08-01 15:39:00,2016-08-01 16:01:00,2.21,2.21,COMPLETED,2016-08-01 17:01:00
448,,,,,2016-08-01 15:40:00,2016-08-01 15:47:00,,,,
449,,,,,2016-08-01 16:18:00,2016-08-01 16:25:00,,,,
450,,,,,2016-08-01 16:29:00,2016-08-01 16:59:00,,,,
451,,,,,2016-08-01 17:23:00,2016-08-01 17:55:00,,,,
452,,,,,2016-08-02 08:11:00,2016-08-02 08:32:00,,,,
453,,,,,2016-08-02 11:51:00,2016-08-02 12:15:00,,,,
454,185,9,130.0,383.0,2016-08-02 16:37:00,2016-08-02 16:46:00,1.71,1.71,COMPLETED,2016-08-02 17:37:00
455,,,,,2016-08-02 19:15:00,2016-08-02 19:23:00,,,,
456,,,,,2016-08-02 21:23:00,2016-08-02 21:29:00,,,,
457,,,,,2016-08-03 12:46:00,2016-08-03 13:00:00,,,,
458,,,,,2016-08-03 14:59:00,2016-08-03 15:03:00,,,,
459,,,,,2016-08-03 16:00:00,2016-08-03 16:04:00,,,,
460,186,2,118.0,158.0,2016-08-04 12:29:00,2016-08-04 12:54:00,2.83,2.83,COMPLETED,2016-08-04 13:54:00
461,,,,,2016-08-05 17:23:00,2016-08-05 17:30:00,,,,
462,,,,,2016-08-05 18:17:00,2016-08-05 18:21:00,,,,
463,,,,,2016-08-05 19:17:00,2016-08-05 19:27:00,,,,
464,,,,,2016-08-06 06:40:00,2016-08-06 06:58:00,,,,
465,,,,,2016-08-06 09:31:00,2016-08-06 09:53:00,,,,
466,,,,,2016-08-07 17:14:00,2016-08-07 17:23:00,,,,
467,,,,,2016-08-07 17:28:00,2016-08-07 17:43:00,,,,
468,,,,,2016-08-07 18:17:00,2016-08-07 18:23:00,,,,
469,,,,,2016-08-07 20:15:00,2016-08-07 20:23:00,,,,
470,,,,,2016-08-08 16:17:00,2016-08-08 16:31:00,,,,
471,,,,,2016-08-08 16:37:00,2016-08-08 16:50:00,,,,
472,,,,,2016-08-08 17:02:00,2016-08-08 17:13:00,,,,
473,,,,,2016-08-08 21:50:00,2016-08-08 22:15:00,,,,
474,,,,,2016-08-08 23:28:00,2016-08-08 23:37:00,,,,
475,,,,,2016-08-09 14:20:00,2016-08-09 14:38:00,,,,
476,187,5,131.0,118.0,2016-08-09 14:50:00,2016-08-09 15:39:00,9.38,9.38,COMPLETED,2016-08-09 16:39:00
477,,,,,2016-08-09 15:15:00,2016-08-09 15:36:00,,,,
478,,,,,2016-08-09 16:04:00,2016-08-09 16:37:00,,,,
479,,,,,2016-08-10 16:56:00,2016-08-10 17:24:00,,,,
480,,,,,2016-08-10 17:53:00,2016-08-10 18:28:00,,,,
481,,,,,2016-08-10 18:49:00,2016-08-10 18:50:00,,,,
482,,,,,2016-08-10 19:47:00,2016-08-10 20:02:00,,,,
483,,,,,2016-08-11 12:53:00,2016-08-11 13:00:00,,,,
484,,,,,2016-08-11 13:14:00,2016-08-11 13:28:00,,,,
485,,,,,2016-08-11 13:32:00,2016-08-11 13:42:00,,,,
486,,,,,2016-08-11 18:37:00,2016-08-11 19:29:00,,,,
487,,,,,2016-08-11 20:59:00,2016-08-11 21:44:00,,,,
488,,,,,2016-08-12 18:49:00,2016-08-12 18:52:00,,,,
489,,,,,2016-08-12 18:56:00,2016-08-12 19:05:00,,,,
490,188,27,132.0,384.0,2016-08-27 18:11:00,2016-08-27 18:37:00,2.78,2.78,COMPLETED,2016-08-27 19:11:00
491,,,,,2016-09-01 11:51:00,2016-09-01 12:24:00,,,,
492,,,,,2016-09-01 17:21:00,2016-09-01 17:36:00,,,,
493,,,,,2016-09-01 18:49:00,2016-09-01 19:08:00,,,,
494,,,,,2016-09-02 11:37:00,2016-09-02 12:24:00,,,,
495,,,,,2016-09-02 18:56:00,2016-09-02 19:37:00,,,,
496,,,,,2016-09-05 10:25:00,2016-09-05 10:44:00,,,,
497,41,5,118.0,133.0,2016-09-06 16:02:00,2016-09-06 16:22:00,2.47,2.47,COMPLETED,2016-09-06 17:22:00
498,,,,,2016-09-06 17:49:00,2016-09-06 17:49:00,,,,
499,189,13,133.0,118.0,2016-09-06 18:21:00,2016-09-06 18:58:00,4.41,4.41,COMPLETED,2016-09-06 19:58:00
500,190,5,118.0,155.0,2016-09-07 08:12:00,2016-09-07 09:08:00,6.71,6.71,COMPLETED,2016-09-07 09:12:00
501,191,21,134.0,385.0,2016-09-09 14:59:00,2016-09-09 15:12:00,1.68,1.68,COMPLETED,2016-09-09 16:12:00
502,,,550.0,550.0,2016-09-10 10:28:00,2016-09-10 10:45:00,,,BUSINESS,
503,,,550.0,552.0,2016-09-11 09:51:00,2016-09-11 09:55:00,,,BUSINESS,
504,,,552.0,550.0,2016-09-11 21:40:00,2016-09-11 21:42:00,,,BUSINESS,
505,,,550.0,550.0,2016-09-12 08:07:00,2016-09-12 08:12:00,,,PERSONAL,
506,,,550.0,550.0,2016-09-12 11:15:00,2016-09-12 11:24:00,,,PERSONAL,
507,,,550.0,550.0,2016-09-12 13:04:00,2016-09-12 13:44:00,,,PERSONAL,
508,192,21,118.0,386.0,2016-09-12 14:07:00,2016-09-12 14:45:00,5.16,5.16,COMPLETED,2016-09-12 15:45:00
509,193,5,135.0,387.0,2016-09-12 15:44:00,2016-09-12 16:01:00,2.16,2.16,COMPLETED,2016-09-12 16:44:00
510,194,4,136.0,136.0,2016-09-17 14:31:00,2016-09-17 14:49:00,3.06,3.06,COMPLETED,2016-09-17 15:49:00
511,195,12,137.0,138.0,2016-09-22 16:39:00,2016-09-22 16:47:00,1.37,1.37,COMPLETED,2016-09-22 17:39:00
512,172,31,138.0,388.0,2016-09-22 18:22:00,2016-09-22 18:35:00,1.52,1.52,COMPLETED,2016-09-22 19:22:00
513,196,9,139.0,162.0,2016-09-23 11:26:00,2016-09-23 11:41:00,2.23,2.23,COMPLETED,2016-09-23 12:26:00
514,197,61,140.0,141.0,2016-09-23 13:22:00,2016-09-23 13:27:00,1.33,1.73,CANCELLED,2016-09-23 14:22:00
515,197,61,141.0,118.0,2016-09-23 13:32:00,2016-09-23 13:46:00,3.5,3.5,COMPLETED,2016-09-23 14:32:00
516,198,29,118.0,389.0,2016-09-24 11:06:00,2016-09-24 11:41:00,4.68,4.68,COMPLETED,2016-09-24 12:06:00
517,199,2,142.0,118.0,2016-09-24 14:01:00,2016-09-24 14:37:00,5.44,5.44,COMPLETED,2016-09-24 15:01:00
518,200,62,143.0,88.0,2016-09-24 16:25:00,2016-09-24 16:56:00,4.78,,COMPLETED,2016-09-24 17:56:00
519,201,2,88.0,127.0,2016-09-24 18:22:00,2016-09-24 18:46:00,4.78,,COMPLETED,2016-09-24 19:46:00
520,202,2,127.0,144.0,2016-09-25 11:13:00,2016-09-25 11:59:00,7.52,,COMPLETED,2016-09-25 12:59:00
521,203,63,144.0,127.0,2016-09-25 12:27:00,2016-09-25 12:58:00,6.52,,COMPLETED,
522,204,5,118.0,390.0,2016-09-27 07:58:00,2016-09-27 08:25:00,3.86,3.86,COMPLETED,2016-09-27 08:58:00
523,205,27,145.0,127.0,2016-09-27 11:47:00,2016-09-27 12:14:00,6.24,,COMPLETED,2016-09-27 13:14:00
524,206,9,127.0,391.0,2016-09-27 16:08:00,2016-09-27 16:32:00,5.07,,COMPLETED,2016-09-27 17:32:00
525,207,61,146.0,127.0,2016-09-27 17:01:00,2016-09-27 17:55:00,5.85,,COMPLETED,2016-09-27 18:55:00
526,208,22,127.0,392.0,2016-09-28 12:16:00,2016-09-28 12:35:00,3.01,,COMPLETED,2016-09-28 13:35:00
527,209,42,147.0,127.0,2016-09-28 14:33:00,2016-09-28 14:56:00,6.64,,COMPLETED,2016-09-28 15:56:00
528,210,5,127.0,393.0,2016-09-30 10:15:00,2016-09-30 10:52:00,5.34,,COMPLETED,2016-09-30 11:52:00
