vehicle_id,user_id,make,model,year,color,license_plate,total_seats
474,62,Chevrolet,Equinox,2023,Red,ZSR-3952,5
475,676,Chevrolet,Malibu,2011,Navy,QBR-0328,5
476,888,Mercedes-Benz,E-Class,2009,Black,WQG-3903,5
477,502,Nissan,Altima,2022,Black,FZO-7093,5
478,641,Tesla,Model 3,2022,Black,JJQ-2958,5
479,90,Chevrolet,Equinox,2020,Brown,VAO-2186,5
480,620,Dodge,Charger,2018,Gray,RWR-4543,5
481,537,BMW,X5,2021,Gray,FDO-8837,5
482,122,Honda,Pilot,2019,Yellow,ZDY-9359,8
483,842,Ford,Explorer,2016,Green,DAI-9937,7
484,611,Nissan,Rogue,2016,Black,EDA-9666,5
485,873,Ford,Transit,2013,Red,JRM-5673,8
486,688,Mercedes-Benz,GLE,2017,Silver,EFK-9992,5
487,415,Ford,Mustang,2011,Black,YZW-4342,4
488,722,Audi,Q5,2009,Gray,VSK-9556,5
489,397,Toyota,RAV4,2022,Black,LWW-2590,5
490,707,Hyundai,Sonata,2007,Black,LWU-2129,5
491,403,Hyundai,Sonata,2010,Silver,QCN-1585,5
492,929,Tesla,Model S,2017,Silver,EPS-2426,5
493,524,Jeep,Grand Cherokee,2010,Blue,DCL-3537,5
494,184,Nissan,Sentra,2010,White,JTX-5618,5
495,4,Audi,Q5,2020,Black,ISY-2189,5
496,465,Nissan,Sentra,2013,Black,MMU-6426,5
497,152,Tesla,Model S,2019,Black,PGO-6580,5
498,183,Toyota,Highlander,2019,Black,WRV-2904,7
499,96,Ford,F-150,2013,Gray,RPU-1459,6
500,881,Audi,Q5,2013,White,XVT-8041,5
501,496,Chevrolet,Tahoe,2015,Gray,NSP-1769,8
502,747,Dodge,Charger,2015,Silver,WGO-6964,5
503,121,Nissan,Rogue,2023,Silver,EPS-9006,5
504,289,Dodge,Durango,2014,Navy,ZKI-5602,7
505,30,Chevrolet,Equinox,2010,White,NIA-6376,5
506,914,Ford,Explorer,2012,White,IRX-7646,7
507,20,Hyundai,Tucson,2016,Silver,VYB-5565,5
508,642,Ford,Escape,2023,Red,UXJ-9209,5
509,424,Hyundai,Tucson,2011,Gray,KPW-7730,5
510,207,Honda,Civic,2018,Brown,JVH-5130,5
511,336,Honda,Civic,2017,Silver,UXE-3483,5
512,5,Honda,Odyssey,2008,Green,YRD-7475,8
513,592,BMW,3 Series,2007,Red,PCM-0563,5
514,162,Audi,A4,2015,Red,FFH-5762,5
515,291,Chevrolet,Tahoe,2008,Black,QNF-3317,8
516,393,Kia,Optima,2013,Black,IXO-0090,5
517,838,Toyota,Highlander,2010,Silver,EPP-8663,7
518,318,Ford,Mustang,2022,Black,XTO-0860,4
519,339,Subaru,Forester,2019,Silver,YDX-2319,5
520,521,BMW,5 Series,2020,Silver,BCM-8235,5
521,636,Honda,Accord,2015,Green,UIQ-7544,5
522,351,Chevrolet,Silverado,2021,Black,MBF-6495,6
523,100,Hyundai,Tucson,2013,Black,RTS-8153,5
524,63,Tesla,Model Y,2021,White,KPR-5836,5
525,400,Honda,Civic,2009,Green,XXQ-0115,5
526,736,Nissan,Sentra,2023,Silver,FWH-7699,5
527,1,Mercedes-Benz,C-Class,2008,Gray,PNW-8099,5
528,392,Jeep,Grand Cherokee,2022,Green,JWW-2733,5
529,296,Tesla,Model 3,2020,Silver,FED-5834,5
530,658,Subaru,Outback,2009,Black,BAS-4490,5
531,232,Tesla,Model S,2019,Brown,SYQ-4483,5
532,39,Ford,Explorer,2019,Gray,PWG-5453,7
533,798,Kia,Optima,2021,Blue,CMR-1799,5
534,553,Chevrolet,Tahoe,2019,Gray,NPG-6666,8
535,362,Kia,Sportage,2015,Red,XNA-4953,5
536,587,Chevrolet,Malibu,2014,Black,SPH-7265,5
537,288,Toyota,Highlander,2017,Navy,QHC-5821,7
538,718,Chevrolet,Tahoe,2013,Black,CEP-1482,8
539,771,Chevrolet,Silverado,2019,Black,NAZ-9588,6
540,119,Tesla,Model S,2018,White,LQF-7367,5
541,269,Toyota,Highlander,2013,Silver,MMY-9263,7
542,940,Honda,Odyssey,2021,Brown,AYL-6960,8
543,401,Hyundai,Tucson,2017,Gold,LXW-3206,5
544,852,Volkswagen,Jetta,2012,Blue,PFI-6156,5
545,59,Toyota,Sienna,2004,Silver,NRJ-7206,8
546,580,Nissan,Altima,2011,Gold,QSD-8168,5
547,926,Ford,Explorer,2009,Blue,GMY-6924,7
548,183,Subaru,Outback,2015,White,UHB-3928,5
549,659,Tesla,Model Y,2020,Silver,YPE-4172,5
550,656,Honda,Accord,2017,Blue,CBO-2481,5
551,447,Toyota,Camry,2006,Red,GSX-5594,5
552,549,Tesla,Model 3,2023,Blue,VBF-3671,5
553,471,Mercedes-Benz,C-Class,2016,Red,KQY-0590,5
554,368,Audi,A4,2015,Red,EBJ-1686,5
555,812,Volkswagen,Tiguan,2010,Brown,LEA-0923,5
556,416,Hyundai,Tucson,2015,Silver,ZVZ-0337,5
557,38,Honda,CR-V,2011,Navy,RLR-8159,5
558,927,Dodge,Durango,2012,Silver,AXQ-2606,7
559,824,BMW,3 Series,2009,Silver,EPV-1472,5
560,988,Ford,Mustang,2018,White,VTK-1653,4
561,948,Ford,Escape,2006,Gray,IDD-4654,5
562,949,Kia,Sportage,2007,Black,UQJ-1800,5
563,462,Honda,Civic,2023,Gray,HSU-4112,5
564,357,Tesla,Model S,2015,Beige,PAE-4967,5
565,476,Tesla,Model S,2012,Gray,EZZ-6895,5
566,687,Audi,Q5,2019,Red,HFU-6941,5
567,948,Toyota,RAV4,2007,Red,HLI-8707,5
568,766,Hyundai,Tucson,2011,Black,ANB-2454,5
569,600,Subaru,Forester,2015,White,CFG-4180,5
570,999,Volkswagen,Tiguan,2009,Brown,DYL-3176,5
571,226,Chevrolet,Tahoe,2011,White,AOH-1447,8
572,501,Chevrolet,Malibu,2010,Navy,QPE-9808,5
573,950,Ford,Escape,2023,Silver,MAL-8242,5
574,404,Kia,Sportage,2010,Beige,XKB-9754,5
575,664,Volkswagen,Passat,2008,Silver,GOA-7912,5
576,896,Honda,Civic,2003,Silver,HSW-7047,5
577,544,Jeep,Grand Cherokee,2017,Black,WQS-0636,5
578,754,Toyota,RAV4,2015,Silver,HYO-7708,5
579,727,Toyota,Highlander,2019,Brown,CJQ-3150,7
580,772,Audi,Q5,2012,Black,IOQ-7787,5
581,850,Dodge,Durango,2015,White,XNK-0345,7
582,964,Honda,CR-V,2020,Blue,RNH-6798,5
583,714,Toyota,Sienna,2010,Brown,LCX-2912,8
584,431,Honda,Odyssey,2020,Black,FYA-4694,8
585,662,Tesla,Model Y,2020,White,BWG-9643,5
586,267,BMW,5 Series,2021,Gray,SVL-3171,5
587,549,Ford,Transit,2017,White,HVD-2961,8
588,130,Chevrolet,Malibu,2010,Orange,VSR-1203,5
589,547,Tesla,Model Y,2022,White,FSR-9149,5
590,1000,BMW,3 Series,2009,Beige,KMD-4307,5
591,747,Hyundai,Elantra,2016,Red,HXZ-7967,5
592,457,Tesla,Model Y,2022,Red,TXD-5348,5
593,870,Mercedes-Benz,C-Class,2008,White,PFN-7710,5
594,734,Tesla,Model Y,2020,Orange,KMP-5063,5
595,760,Tesla,Model X,2020,White,AII-4528,7
596,213,Tesla,Model S,2019,White,UZL-8150,5
597,280,BMW,3 Series,2021,Orange,NIY-5306,5
598,847,Tesla,Model S,2014,Gray,STD-1350,5
599,128,BMW,3 Series,2015,Silver,TFU-1366,5
600,764,Nissan,Pathfinder,2014,Silver,MRG-1290,7
601,866,Mercedes-Benz,E-Class,2021,Gray,WQM-6155,5
602,979,Chevrolet,Equinox,2013,Gray,DLS-3036,5
603,557,Mercedes-Benz,C-Class,2007,White,NYN-7107,5
604,14,BMW,5 Series,2016,Green,RHR-6058,5
605,815,Honda,Pilot,2022,White,UKX-1258,8
606,453,Kia,Sorento,2011,Silver,XDD-0361,7
607,233,Nissan,Altima,2021,Blue,ISA-8281,5
608,202,BMW,3 Series,2010,White,ZLT-1044,5
609,802,Honda,Accord,2004,Navy,NBD-2067,5
610,361,Honda,CR-V,2011,Gray,FRA-1725,5
611,988,Ford,F-150,2020,Navy,PNB-8757,6
612,604,Chevrolet,Malibu,2010,Beige,NZC-2573,5
613,322,Ford,Explorer,2020,Red,CVZ-4547,7
614,291,Honda,CR-V,2019,Black,DTS-5031,5
615,822,Volkswagen,Jetta,2014,Red,VFK-9488,5
616,411,Volkswagen,Passat,2016,Black,ZMC-4601,5
617,414,Jeep,Wrangler,2023,Orange,TXE-3128,5
618,410,Honda,CR-V,2012,Green,SHS-5276,5
619,237,Mercedes-Benz,C-Class,2021,Red,YZN-1414,5
620,311,Nissan,Rogue,2012,Black,TVM-0163,5
621,556,Nissan,Sentra,2008,Blue,RNM-4245,5
622,34,BMW,X5,2007,Gold,ALX-3334,5
623,583,Ford,Explorer,2023,Red,UXE-4337,7
624,995,Subaru,Forester,2020,Red,ROM-8534,5
625,598,Mercedes-Benz,GLE,2019,Red,THB-5138,5
626,607,Toyota,Corolla,2023,White,CIJ-3626,5
627,432,Honda,Civic,2005,Brown,CEN-0645,5
628,692,Chevrolet,Tahoe,2005,Blue,PZJ-3581,8
629,998,Ford,Escape,2015,Silver,VRE-2926,5
630,593,Toyota,Sienna,2021,White,GHO-8697,8
631,824,Honda,Accord,2021,White,BUM-2763,5
632,643,BMW,3 Series,2019,Red,IKG-5658,5
633,630,Jeep,Grand Cherokee,2021,Brown,OFZ-7495,5
634,308,Audi,Q5,2023,Silver,OQN-3116,5
635,616,Tesla,Model X,2021,White,VBF-4862,7
636,928,Chevrolet,Silverado,2016,White,DAU-3494,6
637,498,Toyota,RAV4,2012,Black,DGU-6189,5
638,93,Toyota,Corolla,2004,Brown,CPW-9436,5
639,954,Tesla,Model 3,2023,Blue,DCT-9589,5
640,762,Hyundai,Sonata,2014,Silver,CPU-3878,5
641,717,Chevrolet,Silverado,2017,White,CFH-4805,6
642,316,Honda,CR-V,2015,Gray,MGH-7143,5
643,566,Toyota,Corolla,2023,Gold,PVR-9672,5
644,984,Mercedes-Benz,GLE,2014,Red,SXR-5240,5
645,832,Tesla,Model 3,2019,White,YTH-8143,5
646,735,Audi,Q5,2019,Silver,AWV-9448,5
647,29,Tesla,Model X,2016,Green,SNJ-6874,7
648,114,Audi,A4,2007,Red,ELQ-0235,5
649,490,Ford,F-150,2011,Gray,ZVT-8673,6
650,968,Dodge,Durango,2012,White,RVU-1418,7
651,873,Kia,Optima,2013,Black,AOP-2042,5
652,446,Ford,F-150,2005,Silver,LGC-3917,6
653,765,Audi,Q5,2023,Beige,VMF-2982,5
654,150,Volkswagen,Tiguan,2015,Black,WPZ-2644,5
655,893,Toyota,Corolla,2012,Orange,GLG-5604,5
656,241,BMW,5 Series,2018,Red,SST-2003,5
657,310,Volkswagen,Passat,2016,Yellow,YZP-7026,5
658,136,Tesla,Model 3,2022,White,ZOP-2598,5
659,370,Honda,Civic,2013,Blue,LGI-9492,5
660,504,Tesla,Model X,2019,Beige,GVY-5417,7
661,168,Audi,A4,2010,Gray,XQL-1014,5
662,867,Jeep,Grand Cherokee,2019,Silver,ZYB-3744,5
663,600,Dodge,Charger,2010,Black,CWE-1528,5
664,337,Ford,Escape,2023,Yellow,ATE-9240,5
665,851,Toyota,Corolla,2012,Red,RKP-9810,5
666,750,Jeep,Grand Cherokee,2020,Silver,YPA-9693,5
667,409,Dodge,Charger,2010,White,BQI-0093,5
668,978,Chevrolet,Equinox,2013,White,UKA-2346,5
669,853,Nissan,Pathfinder,2009,Black,MLU-3616,7
670,191,Mercedes-Benz,E-Class,2022,Black,LKG-6043,5
671,663,Tesla,Model X,2021,Black,NZR-6795,7
672,536,Hyundai,Sonata,2008,White,LXM-1198,5
673,833,Tesla,Model X,2019,Gray,OXN-5447,7
674,86,Chevrolet,Equinox,2019,White,CNC-6113,5
675,192,Tesla,Model S,2023,White,PLR-6298,5
676,672,Ford,Escape,2010,Black,ZGR-4030,5
677,690,Volkswagen,Passat,2019,Red,WZP-4693,5
678,493,Jeep,Wrangler,2017,Navy,CDE-8610,5
679,23,Nissan,Pathfinder,2009,Red,LQU-1344,7
680,850,Honda,CR-V,2010,Beige,TLM-0422,5
681,298,Tesla,Model 3,2017,White,CWL-4457,5
682,20,Toyota,RAV4,2021,Silver,NSY-9820,5
683,447,Tesla,Model X,2020,Gray,GQX-1664,7
684,863,Toyota,Corolla,2008,White,EIG-2936,5
685,819,Jeep,Grand Cherokee,2019,Black,HSY-8677,5
686,966,Ford,F-150,2023,White,RCM-1147,6
687,516,Volkswagen,Tiguan,2013,White,OZJ-2618,5
688,789,Toyota,RAV4,2008,White,CFO-4977,5
689,986,Kia,Sorento,2016,Brown,WWP-1097,7
690,121,Audi,A4,2009,Orange,UPW-1551,5
691,142,Ford,Escape,2016,Black,HLN-7063,5
692,382,Honda,CR-V,2011,Silver,KTG-8350,5
693,420,Jeep,Grand Cherokee,2018,White,RDT-4284,5
694,323,Volkswagen,Jetta,2021,Navy,JAD-0890,5
695,731,Tesla,Model 3,2023,Black,BTR-6906,5
696,847,Subaru,Outback,2021,Orange,KXS-8733,5
697,354,Chevrolet,Tahoe,2021,Gray,DKQ-8664,8
698,554,Nissan,Pathfinder,2017,Navy,WCN-3785,7
699,248,Chevrolet,Malibu,2011,Black,ONT-1075,5
700,667,Audi,Q5,2013,Blue,ZCB-3630,5
701,643,Honda,CR-V,2019,White,TLZ-8958,5
702,756,Subaru,Outback,2022,Green,GHR-8513,5
703,64,Chevrolet,Silverado,2007,White,PVJ-0780,6
704,511,Tesla,Model X,2017,Silver,LJN-5532,7
705,469,Nissan,Rogue,2021,Yellow,RYT-4154,5
706,617,Honda,Pilot,2022,Brown,DFM-7939,8
707,811,Tesla,Model S,2013,Black,OBD-3934,5
708,561,Honda,Odyssey,2009,Navy,KYH-2170,8
709,621,Mercedes-Benz,C-Class,2008,Brown,KOO-9747,5
710,420,Honda,Pilot,2010,Silver,LLL-8376,8
711,26,Mercedes-Benz,GLE,2013,Beige,IBR-4201,5
712,194,Kia,Optima,2015,Gray,DOF-6505,5
713,860,Audi,A4,2021,Silver,ARN-9228,5
714,25,Kia,Sportage,2020,Black,NIP-4931,5
715,976,Hyundai,Sonata,2016,White,CZO-2171,5
716,332,Tesla,Model S,2022,Black,PIA-0334,5
717,973,Chevrolet,Equinox,2020,Gold,XBG-5255,5
718,987,Honda,CR-V,2013,Black,MKM-4282,5
719,992,Kia,Sportage,2009,White,OUH-4062,5
720,985,Honda,Odyssey,2016,Gray,EGY-9508,8
721,863,Nissan,Sentra,2014,Red,EBX-2269,5
722,144,Nissan,Rogue,2014,Gray,NBT-5331,5
723,771,Dodge,Charger,2023,Yellow,WFN-8896,5
724,945,Jeep,Grand Cherokee,2019,White,RIF-9391,5
725,898,Toyota,Camry,2020,Black,AEO-6430,5
726,397,Nissan,Pathfinder,2007,Gray,XVL-1936,7
727,197,Ford,Explorer,2006,Black,JFA-7767,7
728,621,Honda,Civic,2022,Red,VFZ-9047,5
729,580,Ford,Escape,2005,Black,VKW-5456,5
730,281,Subaru,Forester,2023,Black,PTD-9887,5
731,966,Ford,Mustang,2005,Yellow,SNG-5496,4
732,45,Nissan,Pathfinder,2006,Green,IVK-1545,7
733,756,Dodge,Charger,2013,Black,XNI-3388,5
734,828,Ford,Transit,2021,Silver,BGE-3604,8
735,533,Toyota,Corolla,2021,Navy,YVG-4988,5
736,321,Chevrolet,Silverado,2006,Navy,QTQ-5000,6
737,54,Jeep,Wrangler,2007,Navy,BUB-6410,5
738,439,Chevrolet,Malibu,2017,Silver,QKW-7644,5
739,70,Nissan,Sentra,2008,White,YUL-3115,5
740,46,Kia,Sportage,2012,Beige,DNJ-4611,5
741,317,Toyota,Highlander,2012,White,LYT-3871,7
742,56,Nissan,Altima,2015,White,ZNR-1285,5
743,615,Tesla,Model X,2020,Black,FXU-3669,7
744,508,Jeep,Wrangler,2015,Green,OIH-3189,5
745,385,Ford,Transit,2010,Red,SMF-4788,8
746,600,Ford,Escape,2017,Black,ZJB-0121,5
747,183,Audi,A4,2017,Black,AFE-8735,5
748,216,Ford,Mustang,2005,Black,GCV-1683,4
749,67,BMW,3 Series,2020,White,VRY-9988,5
750,944,Honda,CR-V,2009,Brown,DEN-6346,5
751,599,Toyota,RAV4,2012,Green,HDG-6215,5
752,384,Volkswagen,Tiguan,2012,Blue,UUP-1387,5
753,944,Volkswagen,Tiguan,2017,Silver,IJS-7424,5
754,863,Kia,Sportage,2007,White,XLG-2431,5
755,437,Mercedes-Benz,E-Class,2014,Gray,DCL-3546,5
756,924,Tesla,Model Y,2023,Silver,JMH-0420,5
757,206,Honda,Civic,2012,Green,NQU-9000,5
758,876,BMW,X5,2013,Red,GTT-8161,5
759,672,Audi,A4,2023,Beige,AHV-7445,5
760,602,Toyota,Camry,2020,Red,ZYW-2722,5
761,461,Kia,Sorento,2022,Blue,LUI-1762,7
762,430,Kia,Sorento,2008,White,PDY-0883,7
763,339,Tesla,Model X,2021,Blue,RHP-5019,7
764,917,Kia,Optima,2018,Orange,FKN-1154,5
765,396,BMW,3 Series,2008,Black,REV-6019,5
766,161,Chevrolet,Malibu,2011,White,RBB-5184,5
767,727,Honda,CR-V,2009,Gray,MBY-8124,5
768,457,Subaru,Outback,2020,Black,OIF-7429,5
769,662,Toyota,Sienna,2016,Gray,GIO-4400,8
770,751,Volkswagen,Jetta,2016,Blue,SHP-8128,5
771,904,Tesla,Model X,2022,White,RSC-6081,7
772,378,Nissan,Rogue,2017,Red,BSX-9471,5
773,692,Toyota,Sienna,2007,Silver,UKE-2006,8
774,767,Dodge,Durango,2022,White,TWK-0193,7
775,859,Volkswagen,Jetta,2020,Silver,CRS-4421,5
776,367,Toyota,Corolla,2022,Black,HNK-0761,5
777,676,Ford,Explorer,2012,Blue,XNL-0656,7
778,205,Honda,Accord,2015,Red,LPB-3229,5
779,851,Honda,Civic,2003,Silver,ZIE-6287,5
780,405,Subaru,Outback,2010,Blue,BNV-3669,5
781,674,Tesla,Model X,2016,White,CIA-6022,7
782,945,Chevrolet,Tahoe,2016,Black,XKT-4977,8
783,180,Kia,Optima,2011,White,CIQ-3971,5
784,516,Nissan,Rogue,2018,Orange,RBA-9457,5
785,384,Kia,Sportage,2006,White,QXI-7760,5
786,138,Volkswagen,Tiguan,2013,Black,JQG-7948,5
787,340,Chevrolet,Tahoe,2015,Red,TNZ-6208,8
788,534,BMW,X5,2014,White,BXZ-8628,5
789,94,BMW,5 Series,2011,Silver,AWB-1612,5
790,181,Ford,Explorer,2023,Green,YGC-7372,7
791,387,Nissan,Altima,2012,White,OZF-8493,5
792,875,Ford,F-150,2019,Silver,NTT-8703,6
793,74,Honda,Civic,2012,Gray,DSG-4436,5
794,426,BMW,X5,2011,Blue,FXA-8734,5
795,580,Tesla,Model 3,2022,White,MQP-4093,5
796,60,Ford,F-150,2010,Blue,YUT-3763,6
797,661,Nissan,Pathfinder,2017,Beige,TGA-8666,7
798,95,Honda,Odyssey,2013,Gray,YDG-5611,8
799,310,Nissan,Pathfinder,2017,Silver,PXN-1482,7
800,796,Hyundai,Elantra,2023,Red,JIK-8706,5
801,793,Mercedes-Benz,C-Class,2010,White,FTS-0140,5
802,972,Jeep,Wrangler,2018,Gray,RTE-3711,5
803,452,Honda,CR-V,2019,Gray,FFT-8198,5
804,689,Nissan,Rogue,2011,Brown,EHJ-2354,5
805,385,Audi,A4,2009,Black,GYR-7027,5
806,323,Nissan,Altima,2021,Orange,TYM-3438,5
807,743,Chevrolet,Silverado,2015,Red,JBJ-3146,6
808,487,Honda,Pilot,2006,Gray,WHS-8366,8
809,754,Hyundai,Elantra,2019,Red,AQY-3689,5
810,675,BMW,5 Series,2020,White,MTU-3994,5
811,131,Jeep,Wrangler,2008,Blue,HFD-5585,5
812,554,Volkswagen,Tiguan,2021,Black,VZZ-4894,5
813,925,Chevrolet,Silverado,2011,White,TRC-4719,6
814,504,Mercedes-Benz,GLE,2022,White,SRY-6696,5
815,391,Honda,Civic,2013,Brown,YTP-6377,5
816,193,Nissan,Pathfinder,2022,Gold,LGG-2135,7
817,398,Dodge,Durango,2011,Gray,DIJ-7351,7
818,873,Tesla,Model X,2020,Navy,UYD-6510,7
819,821,Volkswagen,Jetta,2015,Black,YVM-4616,5
820,507,Jeep,Wrangler,2006,Gray,IZD-9748,5
821,946,Chevrolet,Malibu,2017,Black,VDS-8927,5
822,433,Audi,Q5,2011,Green,SHV-9103,5
823,404,Subaru,Forester,2020,Yellow,TKN-2618,5
824,453,Honda,Accord,2007,White,UWB-9365,5
825,695,Jeep,Wrangler,2020,White,DFT-7075,5
826,528,Honda,Odyssey,2017,Gold,LVY-0910,8
827,978,Nissan,Pathfinder,2015,Gray,ZQK-0246,7
828,456,Ford,Explorer,2018,Navy,ZRC-4836,7
829,281,Mercedes-Benz,E-Class,2006,Black,CMR-5055,5
830,931,Jeep,Wrangler,2008,Navy,EMQ-4500,5
831,552,Hyundai,Tucson,2011,Silver,SKV-7508,5
832,322,Jeep,Grand Cherokee,2008,Blue,FRD-8604,5
833,373,Honda,CR-V,2006,Black,FEO-8095,5
834,456,Hyundai,Tucson,2011,Silver,YAH-9576,5
835,243,Honda,Pilot,2021,Blue,NZJ-5208,8
836,433,Toyota,RAV4,2012,Black,WFD-5527,5
837,549,Toyota,Sienna,2021,White,JXK-0246,8
838,168,Ford,Escape,2007,Red,HQQ-7565,5
839,417,Tesla,Model S,2014,White,UJZ-2256,5
840,993,Toyota,Sienna,2014,Red,JIH-8203,8
841,358,Ford,Transit,2016,Gold,UDN-8580,8
842,760,Jeep,Wrangler,2023,Brown,OPX-1933,5
843,147,Subaru,Forester,2022,Gray,WKP-2676,5
844,188,Mercedes-Benz,GLE,2019,Blue,BSZ-7267,5
845,879,Tesla,Model Y,2022,Navy,NHL-9883,5
846,762,Honda,Civic,2012,Silver,ICC-7910,5
847,702,Chevrolet,Malibu,2022,Beige,VAY-6914,5
848,251,Subaru,Forester,2022,Blue,KQX-7777,5
849,527,Dodge,Durango,2009,Gray,ZRW-5208,7
850,121,Mercedes-Benz,C-Class,2007,Silver,JJC-9257,5
851,528,Chevrolet,Malibu,2014,Silver,GAQ-3999,5
852,740,Toyota,RAV4,2020,Brown,WBA-4213,5
853,160,Ford,Explorer,2018,White,CMC-5114,7
854,673,Audi,Q5,2019,White,MJJ-8529,5
855,432,Tesla,Model Y,2021,Black,TAW-7121,5
856,820,Dodge,Durango,2018,Beige,EFM-6245,7
857,111,Subaru,Forester,2009,White,TWN-9831,5
858,445,Toyota,Corolla,2007,Black,NTG-6397,5
859,270,Volkswagen,Passat,2014,White,CLQ-7121,5
860,876,Jeep,Wrangler,2012,Red,LMU-1761,5
861,53,Kia,Sportage,2010,White,DAZ-9460,5
862,113,Mercedes-Benz,GLE,2016,Gray,SZF-4040,5
863,218,Chevrolet,Tahoe,2016,White,JKI-0007,8
864,700,Chevrolet,Malibu,2020,White,PLG-4316,5
865,394,Kia,Sorento,2012,White,TJU-5362,7
866,948,Honda,Civic,2006,Black,TDP-9617,5
867,429,Honda,Accord,2005,Gold,QHM-7511,5
868,447,Kia,Sorento,2016,Brown,TVO-3361,7
869,580,Toyota,Sienna,2019,Silver,YNA-5610,8
870,799,Toyota,Highlander,2014,Blue,KRW-9173,7
871,516,Mercedes-Benz,GLE,2016,Gray,FAO-5095,5
872,655,Jeep,Grand Cherokee,2021,White,WHG-1252,5
873,356,Honda,Odyssey,2013,Beige,HUQ-2850,8
874,641,Nissan,Rogue,2019,White,YWG-1829,5
875,109,Toyota,Camry,2016,White,ZEZ-5977,5
876,645,Dodge,Charger,2018,Gold,GQP-2432,5
877,884,Audi,A4,2018,Black,GSJ-9011,5
878,193,Ford,Explorer,2012,Gray,YEH-3886,7
879,618,Toyota,Sienna,2008,Black,GXZ-1578,8
880,962,Honda,Accord,2015,White,CAV-9172,5
881,778,Nissan,Rogue,2008,Navy,AUO-8801,5
882,46,Kia,Optima,2020,Navy,HMG-5250,5
883,672,Honda,Accord,2020,White,NVD-9041,5
884,980,Chevrolet,Malibu,2012,Beige,RRS-9492,5
885,343,Chevrolet,Malibu,2016,Black,IJY-0014,5
886,678,Nissan,Altima,2010,Red,DRH-8319,5
887,400,Mercedes-Benz,E-Class,2014,Navy,SBA-9163,5
888,362,Tesla,Model Y,2023,Navy,CLS-1317,5
889,429,BMW,5 Series,2021,Silver,SKU-3862,5
890,831,Kia,Sorento,2023,Gray,MNF-0757,7
891,62,Dodge,Durango,2015,Blue,GAZ-0599,7
892,249,Mercedes-Benz,C-Class,2017,Green,WVH-1899,5
893,719,Ford,Escape,2012,Black,DZS-3093,5
894,834,Honda,Accord,2021,Black,VWA-3005,5
895,661,Tesla,Model S,2014,Navy,MDN-9474,5
896,697,Jeep,Wrangler,2005,White,EWA-7508,5
897,387,Volkswagen,Jetta,2022,Blue,GOH-2920,5
898,489,Honda,Pilot,2012,Silver,BKV-9606,8
899,867,BMW,5 Series,2018,Green,EUQ-1106,5
900,952,BMW,X5,2007,White,ECF-0912,5
901,9,Toyota,RAV4,2013,White,ZOO-7039,5
902,919,Mercedes-Benz,C-Class,2015,Gold,NIK-3163,5
903,699,Dodge,Durango,2011,Silver,UAU-4801,7
904,987,Volkswagen,Jetta,2007,Brown,CSW-8671,5
905,963,Hyundai,Elantra,2022,Yellow,PNT-4126,5
906,510,Tesla,Model X,2015,Brown,UKF-6016,7
907,957,Honda,Accord,2003,Black,WOZ-7003,5
908,782,Chevrolet,Malibu,2010,Black,OJB-7499,5
909,452,Tesla,Model Y,2021,Gold,ZMJ-2466,5
910,636,Mercedes-Benz,E-Class,2022,Green,YJR-5286,5
911,75,Nissan,Pathfinder,2006,Blue,GVA-8213,7
912,111,Ford,Transit,2016,Brown,RJM-5811,8
913,466,Tesla,Model 3,2023,Silver,KBI-6271,5
914,371,Toyota,RAV4,2023,Black,MQI-0639,5
915,281,Tesla,Model X,2022,White,FAT-4211,7
916,924,Tesla,Model 3,2017,White,SWN-6280,5
917,448,Tesla,Model X,2020,Gold,HFY-4579,7
918,844,Mercedes-Benz,C-Class,2018,Green,OXF-7516,5
919,740,Dodge,Charger,2016,Black,XYM-3762,5
920,714,Toyota,Camry,2019,Gold,WQQ-5071,5
921,310,Hyundai,Tucson,2011,Gray,FFE-6933,5
922,998,BMW,3 Series,2022,Green,DMZ-4384,5
923,706,Audi,A4,2016,Black,ELE-5538,5
924,17,Subaru,Forester,2018,Red,SYX-0080,5
925,873,Nissan,Sentra,2018,Black,TQO-6586,5
926,423,Tesla,Model S,2015,White,LJF-4199,5
927,425,Nissan,Pathfinder,2017,Black,JFH-8287,7
928,326,Subaru,Forester,2012,Black,XAA-7857,5
929,592,BMW,X5,2012,Gold,ZGZ-1688,5
930,130,Tesla,Model X,2017,Gold,KSK-3127,7
931,96,Hyundai,Elantra,2009,Red,UVQ-2592,5
932,752,Toyota,Corolla,2016,Black,UDQ-5950,5
933,827,Honda,Pilot,2020,Red,UEQ-2187,8
934,950,Mercedes-Benz,GLE,2022,White,BCD-0981,5
935,503,Nissan,Altima,2008,Black,HXC-4383,5
936,185,Toyota,Corolla,2016,Black,YBR-3398,5
937,615,BMW,3 Series,2006,Beige,RQW-1339,5
938,888,Hyundai,Tucson,2006,Black,TYF-0051,5
939,95,Mercedes-Benz,E-Class,2009,Beige,ADC-6121,5
940,867,Mercedes-Benz,C-Class,2023,Red,MVL-9921,5
941,457,Jeep,Grand Cherokee,2013,Gold,CUP-1274,5
942,172,Tesla,Model X,2019,Navy,QPL-5360,7
943,829,Toyota,RAV4,2022,White,KPW-9531,5
944,12,BMW,5 Series,2019,Navy,JBR-3713,5
945,575,Jeep,Grand Cherokee,2015,White,OIG-0222,5
